gene_id,gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,log2FoldChange_MLE,lfcSE_MLE
ENSG00000018408.14,WWTR1,492.778306687932,0.760060495636151,0.051708437740444674,2.330242273824794e-51,4.439577580090997e-47,0.7716415038459663,0.051183497663517846
ENSG00000143772.9,ITPKB,4775.58278872069,0.6426338164716578,0.04675370603796565,1.7924657216141916e-44,1.707502846409679e-40,0.6487650950856356,0.046373270470938775
ENSG00000117115.12,PADI2,2535.890664707305,0.5147915140557932,0.03794303712158526,6.48780357801678e-44,4.120187792279189e-40,0.5235428065015083,0.03766960003682867
ENSG00000197256.10,KANK2,565.0551945389972,0.694373757526773,0.05244669543541097,9.908884088990762e-42,4.7196014915863e-38,0.7015946919560346,0.0518410567550351
ENSG00000147571.4,CRH,36.38209773663492,-1.1980770436016877,0.08989277738720954,1.986027847346906e-41,6.306300424608875e-38,-1.2117652757895871,0.08987771536655655
ENSG00000125733.17,TRIP10,178.22222650782078,0.8094069213704251,0.06072640735446445,1.9536648512686852e-41,6.306300424608875e-38,0.8095948769198796,0.0600429795006684
ENSG00000131095.11,GFAP,108008.56774621869,0.6914940332846041,0.05236577202719781,3.3707167592035187e-41,9.174127956620778e-38,0.6987065570885226,0.05197434063200835
ENSG00000196517.11,SLC6A9,280.2907634395596,0.5979293708759003,0.0458756263703112,1.367372654053471e-40,2.5745684253612674e-37,0.6061112855989181,0.04543801257529066
ENSG00000132357.13,CARD6,56.72803507024231,0.6244919652245384,0.04795557785336894,1.279925815294876e-40,2.5745684253612674e-37,0.6323754705203605,0.047389444523896346
ENSG00000120690.14,ELF1,239.6551261870607,0.47801987395428663,0.036590236816943685,1.4864713772293693e-40,2.5745684253612674e-37,0.48390972053646086,0.036293938982048066
ENSG00000074219.13,TEAD2,53.367670740894745,0.8280736991426975,0.06361009453931873,1.3895354511817991e-40,2.5745684253612674e-37,0.8370444070466871,0.0627558888486805
ENSG00000111181.12,SLC6A12,528.2716398002902,0.7172381730493103,0.05493110970233986,1.965247534657008e-40,3.1201580025237767e-37,0.7249484543849659,0.05445732279561682
ENSG00000170275.14,CRTAP,1387.5589712739065,0.39026790066252326,0.029833778524608407,2.8464910473869785e-40,4.04256476021915e-37,0.39387644687709245,0.02964926252393014
ENSG00000184307.13,ZDHHC23,447.015426000314,-0.5125190921444324,0.03888794946958146,2.9706018603331985e-40,4.04256476021915e-37,-0.5156691195610864,0.03882660998165562
ENSG00000086717.18,PPEF1,62.06847229112194,-0.7689764184676448,0.05867863980662524,4.0632594152218855e-40,5.160881225253824e-37,-0.7772836840387041,0.05862814091447049
ENSG00000020577.13,SAMD4A,1269.9399594244724,0.5343477714203101,0.041180718933155745,4.779987558664979e-40,5.691770185480323e-37,0.5412622330985024,0.040863334574459544
ENSG00000133789.14,SWAP70,691.9394295722461,0.37754168769398183,0.029290847418977903,7.073300602226179e-40,7.92708959256548e-37,0.38491704651379444,0.029124601106433026
ENSG00000182253.14,SYNM,1822.3198211703605,0.3249557029813188,0.02493971354080567,1.0570562361468543e-39,1.1188353006149925e-36,0.3277088965837906,0.024852873762815506
ENSG00000179241.12,LDLRAD3,240.09988975486698,0.5032045622395668,0.038863180252070674,1.1237640901543765e-39,1.1268396550326937e-36,0.5083486563975298,0.03856577890542687
ENSG00000108349.14,CASC3,2031.6596362885978,0.4310006422910047,0.03360267084972192,5.93158942512996e-39,5.6504320863787996e-36,0.43530482911615426,0.033343280857412866
ENSG00000185650.9,ZFP36L1,1382.9755756613577,0.6082430254997554,0.047590160206923623,6.9524804098118e-39,6.30755508417783e-36,0.6140512036853099,0.04707844633398611
ENSG00000111602.11,TIMELESS,100.2650866097754,0.4105946913927445,0.032060593798770604,9.360399926084678e-39,8.10610633598933e-36,0.4149921477569383,0.03187230818130881
ENSG00000149054.14,ZNF215,38.63177013527367,-0.44156071403701685,0.034376689473280486,2.359585815977799e-38,1.9545577811308272e-35,-0.44540849976875857,0.03439534863085458
ENSG00000112851.14,ERBB2IP,4472.831626584196,0.4670208612437552,0.03667608497526387,2.881901256964144e-38,2.28774928115337e-35,0.47185726613645895,0.03648104779201845
ENSG00000140575.12,IQGAP1,1362.9218989719227,0.3963677425738482,0.031269002794566014,3.266379156606321e-38,2.489242227666545e-35,0.40166043481250924,0.031077003514296927
ENSG00000165899.10,OTOGL,193.77824602742538,-0.6025695363931726,0.047512522122237756,9.752732553327727e-38,7.146502330999993e-35,-0.6092992580680205,0.04745219666459005
ENSG00000138795.9,LEF1,131.63844474010642,0.6718197711039052,0.053981639058845524,2.264054454991476e-37,1.5975839065369482e-34,0.679738610379933,0.05320887092390952
ENSG00000174059.16,CD34,351.50299301709936,0.7529248335659655,0.06061317260135222,2.3827197478880183e-37,1.62127059417009e-34,0.7633477177851887,0.05977226109314793
ENSG00000151702.16,FLI1,174.0880750619136,0.5613446669908516,0.04500713966642186,3.1681718261019274e-37,2.0489744430107746e-34,0.5680666624833841,0.044558645123515074
ENSG00000111328.6,CDK2AP1,572.8595048875065,0.451195153432069,0.03642889640727856,3.2263926774261616e-37,2.0489744430107746e-34,0.4600274177122347,0.036088161719703964
ENSG00000198774.4,RASSF9,18.980226920932765,1.1065996132756142,0.09027372475890831,7.277668467835516e-37,4.472714182232331e-34,1.121315331222469,0.08840574751521971
ENSG00000183196.8,CHST6,464.91418240045465,0.612221155650408,0.049751758483516685,1.4920226344726606e-36,8.883129759991604e-34,0.6220638173518762,0.0492631767597064
ENSG00000141433.12,ADCYAP1,174.79072520713856,-0.7323745018489203,0.05888917781952417,1.8130904760906724e-36,1.0467575681963483e-33,-0.7411356809749579,0.058764279317593024
ENSG00000138193.14,PLCE1,545.1770756670952,0.3605276453959848,0.028943786613766315,2.1102898230571924e-36,1.1825071090848715e-33,0.36298587887705913,0.028808304386343495
ENSG00000115598.9,IL1RL2,31.82882687832132,-0.5353769373188338,0.043067568367384075,2.498258748844167e-36,1.3599093052279734e-33,-0.5415952610438043,0.04302908597252913
ENSG00000131386.17,GALNT15,1113.3802745635587,0.5733978097890363,0.04671955753274772,3.553578486180241e-36,1.8806327032973875e-33,0.5809847976107244,0.04626090198741788
ENSG00000108828.15,VAT1,673.7193941053727,0.3265517833684478,0.026541057410366786,5.872919252431503e-36,3.0240772323601352e-33,0.3308640240181168,0.026428830888419016
ENSG00000117280.12,RAB29,390.2948862468904,0.3858760732689083,0.03153560429873554,7.3481856032359e-36,3.6841482134960623e-33,0.3918715676840837,0.0313465778605511
